CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
SKLU1_LUNG,SK-LU-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-5.0,-6.2,-8.5,-43,-56,-73,-79","6.20,8.08,2.70,12.1,3.05,14.0,.87,7.23",8,Sigmoid,0.280655682,0.383002907,-76.72396851,3.1782
SKMEL2_SKIN,SK-MEL-2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,-5.1,-3.8,-4.5,27.4,72.4,-9.3,-70","9.66,11.3,.65,25.9,14.9,17.3,18.4,4.70",8,Linear,NA,0.269802178,-73.05776978,1.1798
SKMEL24_SKIN,SK-MEL-24,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","18.6,-2.8,2.00,-3.9,-15,-71,-77,-66","3.67,9.26,3.53,3.09,10.2,8.03,5.86,4.81",8,Sigmoid,0.323444217,0.388914019,-71.77200317,1.972
SKMEL30_SKIN,SK-MEL-30,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.3,-5.8,7.71,-3.7,-22,-37,-44,-73","6.50,4.57,11.3,4.08,9.63,5.39,11.2,.93",8,Sigmoid,1.244336247,1.808261991,-71.50244141,1.2816
SKMEL31_SKIN,SK-MEL-31,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.5,-11,-14,-6.1,7.97,-16,-39,-53","5.41,38.9,3.73,17.4,2.23,.053,1.49,4.01",8,Sigmoid,1.620742679,5.098436356,-52.55817032,1.2612
SKMEL5_SKIN,SK-MEL-5,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,3.84,.32,-18,-42,-62,-89,-95","7.85,8.91,8.14,3.65,5.60,7.09,.60,1.55",8,Sigmoid,0.353330821,0.366303653,-96.18531799,2.5007
SKMES1_LUNG,SK-MES-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.2,-.64,-2.7,-47,-56,-78,-87,-85","15.6,2.59,16.9,5.91,18.6,4.40,1.52,2.92",8,Sigmoid,0.068518981,0.099159241,-85.14671326,3.7728
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.73,-7.0,-4.6,-19,-25,-37,-61,-88","9.39,3.85,.18,7.27,14.1,5.89,2.60,3.89",8,Sigmoid,2.742583036,1.544156194,-87.25601959,2.4981
SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.8,-2.5,-5.0,-24,-52,-72,-82,-88","3.24,3.65,9.67,5.18,2.63,4.19,1.53,1.07",8,Sigmoid,0.209045544,0.248457089,-86.44268036,3.1954
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","7.36,1.63,1.19,-69,-83,-87,-91,-91","3.77,2.59,30.9,4.06,.38,1.08,.34,1.04",8,Sigmoid,0.04013025,0.049503136,-88.9283905,4.1463
SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.2,-3.3,3.15,-46,-58,-75,-86,-87","3.38,13.2,7.41,6.69,5.02,.78,1.64,.97",8,Sigmoid,0.094071969,0.130665451,-88.1799469,3.8043
SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,Topotecan,TOP1,".0025,.025,.080,.25,.80,2.53,8","3.73,-8.2,17.8,-2.5,60.2,-41,-45","17.2,36.4,32.9,43.3,32.6,21.9,29.1",7,Constant,NA,8,-5.918519974,1.3133
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.4,-9.0,-15,-42,-52,-60,-64,-88","20.3,2.00,10.8,.88,12.9,4.67,9.25,3.09",8,Sigmoid,0.192807063,0.298132449,-84.06445313,2.8988
SKOV3_OVARY,SK-OV-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.94,-.71,-3.3,-3.9,-5.4,-54,-73,-83","9.56,19.3,12.9,22.7,3.98,10.9,5.14,3.15",8,Sigmoid,0.440617949,0.610328019,-83.5586853,2.0795
SNGM_ENDOMETRIUM,SNG-M,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.6,-.83,-.23,-13,-21,-36,-79,-96","3.41,.20,2.63,2.98,3.47,3.96,13.6,.26",8,Sigmoid,1.79431355,1.187393069,-96.95510864,2.5829
SNU1_STOMACH,SNU-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","9.55,1.45,-7.9,-24,-64,-80,-90,-95","3.81,1.85,12.3,14.1,5.06,2.73,1.84,.87",8,Sigmoid,0.113027915,0.152797788,-93.98248291,3.6574
SNU16_STOMACH,SNU-16,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-23,4.26,-16,7.91,-62,-71,-90,-95","13.3,13.7,11.8,2.43,21.5,10.8,2.96,2.02",8,Sigmoid,0.215166837,0.224012285,-85.99279785,3.5655
SNU182_LIVER,SNU-182,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,-16,1.87,-7.5,2.95,-15,-21,-76","10.2,16.9,24.2,15.2,10.7,15.0,11.6,1.74",8,Sigmoid,8.059601673,5.256701946,-76.40035248,1.3273
SNU387_LIVER,SNU-387,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.2,-19,-3.4,33.7,60.7,52.3,6.31,-28","3.35,3.59,.42,4.35,25.8,6.47,6.98,7.03",8,Linear,NA,8,-28.43471909,1.0026
SNU398_LIVER,SNU-398,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-6.6,-5.4,-44,-33,-59,-89,-99","10.8,7.55,1.46,9.92,6.49,2.01,.59,.66",8,Sigmoid,0.679302037,0.540610909,-99.82372284,3.618
SNU423_LIVER,SNU-423,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.5,-17,-1.7,-10,-6.8,-29,-23,-49","10.7,13.2,18.0,4.19,12.4,4.80,16.7,.25",8,Sigmoid,2.465247154,8,-48.82202148,0.8919
SNU449_LIVER,SNU-449,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.89,9.03,.14,4.84,-13,-12,-56,-64","1.51,8.54,5.07,.46,18.5,5.42,12.4,10.6",8,Sigmoid,1.27958262,2.141221762,-64.38116455,1.3044
SNU475_LIVER,SNU-475,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-20,-5.3,14.1,-22,-48,-31,-37,-65","39.5,8.70,34.7,30.2,26.0,52.7,5.18,17.5",8,Constant,NA,8,-31.84451866,2.5168
SNUC2A_LARGE_INTESTINE,SNU-C2A,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,-8.0,5.52,-11,-17,-37,-64,-63","13.0,16.4,2.48,13.9,14.8,1.28,3.60,9.29",8,Sigmoid,0.725033224,1.246129513,-65.50457764,2.2119
SNUC2B,SNU-C2B,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-28,13.3,8.17,-23,-38,-62,-73,-91","4.77,.74,16.4,5.39,17.7,2.67,.27,.082",8,Sigmoid,0.081541613,0.419408828,-90.00853729,3.1926
SQ1_LUNG,Sq-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","10.0,14.9,-15,-1.9,9.49,-5.8,-64,-90","20.5,19.5,28.2,26.4,30.9,23.7,12.6,1.41",8,Linear,NA,0.315580066,-91.03120422,2.0749
SU8686_PANCREAS,SU.86.86,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.2,-4.0,-7.6,-14,-25,-65,-91,-94","3.47,6.16,14.0,6.11,.35,13.0,1.22,1.69",8,Sigmoid,0.53511852,0.529913664,-95.51861572,3.0704
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-27,35.2,81.9,-4.5,-90,-95,-96,-96","5.01,11.9,62.4,9.37,4.53,.23,.60,.44",8,Sigmoid,0.093501627,0.107029647,-94.61599731,4.0743
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.5,-7.0,-24,-66,-78,-93,-97,-99","4.47,2.50,1.27,5.50,1.29,1.11,.084,.024",8,Sigmoid,0.055791553,0.058180481,-96.90635681,5.315
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".017,36.2,.72,-26,-88,-96,-98,-99","34.6,78.0,5.72,7.19,4.02,.33,.63,.18",8,Sigmoid,0.103490032,0.114836454,-98.68820953,4.0341
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","26.2,-.97,-34,-94,-95,-97,-98,-99","6.69,1.04,2.15,.021,.012,.37,.031,.0046",8,Sigmoid,0.02421177,0.030706322,-98.95514679,5.4439
SUIT2_PANCREAS,SUIT-2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,-9.8,-8.2,-49,-69,-82,-87,-91","6.56,5.39,1.62,38.0,3.75,7.66,.41,5.41",8,Sigmoid,0.051743206,0.055478178,-87.31482697,3.5594
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.20,5.33,-2.4,-52,-97,-98,-99,-99","9.86,9.39,10.7,12.6,.30,.48,.31,.10",8,Sigmoid,0.074750766,0.077504747,-99.10020447,4.3541
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","15.3,-16,2.73,-75,-94,-93,-92,-94","27.7,.34,6.52,1.52,2.27,1.30,3.28,1.61",8,Sigmoid,0.060565226,0.062727965,-93.09688568,4.3655
SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","43.4,6.35,-13,16.6,-2.2,-19,-41,-50","5.21,8.84,7.37,8.11,12.3,26.3,13.4,1.88",8,Linear,NA,7.864079751,-50.20172501,0.777
SW1271_LUNG,SW 1271,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.02,4.22,-1.8,-44,-60,-64,-81,-80","5.61,6.83,4.36,.64,.62,.21,1.41,.60",8,Sigmoid,0.074000061,0.13332364,-77.04992676,3.209
SW1353_BONE,SW 1353,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.4,5.53,-16,-12,-37,-28,-54,-70","5.87,9.63,.41,4.47,3.24,5.64,.061,5.04",8,Sigmoid,8.480915365,2.20531702,-70.31655121,2.2859
SW1417_LARGE_INTESTINE,SW1417,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","5.97,-9.1,6.14,-17,-35,-78,-94,-96","27.6,25.8,9.29,.48,28.8,8.55,4.94,.52",8,Sigmoid,0.183161706,0.231740862,-96.16596985,3.6728
SW1573_LUNG,SW 1573,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-18,-25,-76,-82,-84,-78,-89","6.30,2.74,1.66,1.03,3.59,1.87,1.81,1.60",8,Sigmoid,0.047013212,0.045900285,-83.34422302,4.6127
SW1990_PANCREAS,SW 1990,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.07,-9.3,-24,-65,-67,-83,-87,-83",".62,15.9,18.7,6.22,6.03,4.09,.75,2.01",8,Sigmoid,0.016428709,0.041628528,-85.67441559,4.2077
SW403_LARGE_INTESTINE,SW403,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,22.1,-45,-56,-77,-84,-88,-97","13.1,38.4,13.7,6.38,2.13,2.99,.13,.49",8,Sigmoid,0.049707215,0.05771403,-93.04641724,4.7006
SW48_LARGE_INTESTINE,SW48,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.42,.61,-5.9,-48,-66,-80,-91,-93","11.6,19.0,20.7,.59,4.18,5.91,.22,1.44",8,Sigmoid,0.067254588,0.097553156,-93.80086517,4.0017
SW480_LARGE_INTESTINE,SW480,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","6.43,3.02,-.15,-33,-54,-78,-96,-96","13.4,8.16,4.29,4.43,4.61,1.72,.62,.53",8,Sigmoid,0.135510325,0.192775056,-97.45230865,2.9514
SW579_THYROID,SW579,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.87,-9.4,-2.6,-8.9,-44,-87,-94,-96","3.87,3.95,4.31,8.49,1.19,.73,.44,.64",8,Sigmoid,0.280558735,0.287809223,-95.43058777,3.4254
SW620_LARGE_INTESTINE,SW620,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.2,13.1,-.67,-40,-71,-75,-83,-93","23.3,3.02,3.54,4.05,.14,1.21,2.41,.60",8,Sigmoid,0.073559597,0.110754557,-84.5712738,3.5414
SW780_URINARY_TRACT,SW 780,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","11.3,1.10,-9.7,-20,-11,-38,-73,-84","8.66,10.2,3.78,1.78,16.8,6.44,.15,1.44",8,Sigmoid,8.158415138,1.093356133,-86.4310379,1.975
SW900_LUNG,SW 900,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,13.2,12.5,19.9,12.0,6.11,-45,-70","11.8,18.1,7.13,9.01,.35,10.1,6.88,7.88",8,Sigmoid,1.922961116,2.782518864,-70.46362305,1.0695
T24_URINARY_TRACT,T24,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.3,5.09,7.20,-29,-62,-77,-89,-95",".72,7.70,5.17,6.13,.52,3.50,.59,.44",8,Sigmoid,0.154185861,0.173070595,-93.21452332,3.6724
T3M10_LUNG,T3M-10,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","10.1,1.87,.67,6.67,2.72,3.01,-39,-65","8.92,2.02,3.71,13.6,16.0,12.8,1.71,6.18",8,Sigmoid,2.258788824,3.042611361,-65.30402374,0.8203
T47D_BREAST,T-47D,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","21.7,-2.7,-17,-10.0,-32,-43,-50,-60","9.46,9.49,27.8,.51,10.5,.54,7.46,8.77",8,Sigmoid,0.138072416,2.112178564,-60.05889893,1.9885
T84_LARGE_INTESTINE,T84,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","74.1,-1.6,.25,10.3,-33,2.91,28.7,-84","7.63,20.1,14.3,52.4,4.05,57.6,72.2,5.24",8,Linear,NA,1.444865861,-83.46880341,1.1731
T98G_CENTRAL_NERVOUS_SYSTEM,T98G,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-.50,-2.7,-.44,-12,-23,-42,-76","7.43,1.47,1.74,4.46,4.09,.73,5.19,4.46",8,Sigmoid,8.097893128,3.345979929,-75.99642181,1.2564
TC71_BONE,TC-71,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","3.96,-5.5,-1.4,2.86,-85,-96,-98,-98","3.59,.48,2.20,.41,.34,.37,.36,.28",8,Sigmoid,0.174214929,0.176309556,-97.52620697,3.7927
TCCSUP_URINARY_TRACT,TCCSUP,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-1.4,7.24,-5.7,-31,-52,-75,-90","2.27,2.85,8.55,4.28,11.8,13.0,.052,.29",8,Sigmoid,0.683040738,0.738568008,-89.06403351,2.2101
TE1_OESOPHAGUS,TE-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-9.2,-12,-14,-24,-39,-81,-89","3.00,2.19,.82,5.35,3.98,1.03,.38,3.30",8,Sigmoid,1.097641587,1.015714407,-89.83908844,2.8467
TE11_OESOPHAGUS,TE-11,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-56,-26,-9.8,-59,-79,-85,-94,-98","12.4,6.39,3.90,5.12,4.43,.91,2.31,.077",8,Sigmoid,0.077180989,0.07252492,-89.01113892,4.7553
TE15_OESOPHAGUS,TE-15,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","3.48,1.44,-23,-14,-12,-93,-99,-103","1.21,13.0,19.2,19.3,27.2,3.49,1.16,5.17",8,Sigmoid,0.340736717,0.337968081,-101.3158569,3.6344
TE5_OESOPHAGUS,TE-5,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.0,-3.5,8.89,-13,-70,-87,-89,-94","9.31,12.2,.44,1.92,.57,2.65,.36,.37",8,Sigmoid,0.156928584,0.172550276,-90.54869843,3.692
TE617T_SOFT_TISSUE,TE 617.T,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,3.39,-1.1,-49,-90,-95,-96,-98","3.27,1.37,.88,22.8,4.17,1.38,1.65,.043",8,Sigmoid,0.082946606,0.08647351,-96.44129944,4.4021
TE9_OESOPHAGUS,TE-9,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.6,-7.4,-20,-15,-63,-81,-91,-95",".89,7.78,9.98,7.79,2.64,7.35,.34,.24",8,Sigmoid,0.19814904,0.193026945,-92.59100342,4.0447
TEN_ENDOMETRIUM,TEN,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.29,20.1,-9.3,12.4,-18,-8.3,-42,-81","14.8,27.0,17.2,27.7,11.1,6.46,13.2,.28",8,Sigmoid,8.610100513,3.608172417,-81.48860931,2.0667
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","16.3,-6.1,10.6,-69,-80,-82,-94,-95","36.4,5.87,8.93,4.13,1.43,2.33,.12,.89",8,Sigmoid,0.062218741,0.065743998,-88.02584076,4.0031
TOV112D_OVARY,TOV-112D,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.3,3.01,-8.6,-18,-63,-97,-99,-100","2.66,11.9,2.45,.22,.34,.70,.28,.42",8,Sigmoid,0.199764788,0.190528721,-100.8115692,3.9431
TOV21G_OVARY,TOV-21G,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.2,-11,-15,-33,-51,-76,-93,-97","8.54,7.59,4.62,4.60,5.05,3.67,.16,.34",8,Sigmoid,0.265128046,0.221106261,-98.24531555,2.732
TT2609C02_THYROID,TT2609-C02,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,9.11,2.69,-1.8,-68,-80,-89,-93","22.9,12.5,15.6,3.39,4.36,4.53,.23,.095",8,Sigmoid,0.159106359,0.187748209,-88.51013184,3.3499
TYKNU_OVARY,TYK-nu,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","3.78,8.95,-.38,-15,-83,-84,-85,-85","3.66,1.78,1.13,9.78,.27,.18,2.40,.018",8,Sigmoid,0.105915308,0.118190408,-84.8583374,3.4346
U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,10.3,-9.5,-8.9,-45,-70,-86,-90","4.59,10.1,15.4,6.24,9.75,2.64,6.55,.55",8,Sigmoid,0.240771577,0.335964829,-89.66275024,2.8569
U2OS_BONE,U-2 OS,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.5,-7.1,-6.7,-20,-.32,-30,-75,-89","5.73,.63,5.91,4.37,4.06,2.76,13.9,.82",8,Sigmoid,1.209095597,1.269840479,-88.28953552,2.6347
U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.56,-.97,15.9,12.7,-2.0,-17,-49,-73",".51,7.27,4.12,6.92,3.56,4.72,3.90,3.72",8,Sigmoid,1.771135211,2.604696751,-72.99436188,1.6427
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.14,-.79,9.45,-11,-52,-88,-95,-96","3.53,11.1,6.29,27.8,60.0,11.3,.88,.44",8,Sigmoid,0.478434086,0.505930007,-95.72602081,3.5634
UACC257_SKIN,UACC-257,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.3,-3.2,-4.0,-11,-26,-42,-44,-67","8.59,.72,1.19,3.62,6.90,3.97,2.80,3.42",8,Sigmoid,0.998226106,2.068000317,-64.37651825,2.1144
UACC62_SKIN,UACC-62,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,3.03,-26,-39,-56,-66,-77,-96","12.2,3.08,3.45,6.50,4.11,1.25,3.74,.089",8,Sigmoid,0.304899395,0.212087214,-93.73616791,3.8193
UACC812_BREAST,UACC-812,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-18,-7.1,27.6,2.71,-29,-32,-40,-58","2.21,7.05,8.31,3.25,15.2,8.47,3.71,16.6",8,Linear,NA,0.728466544,-69.57390594,1.3378
UMUC3_URINARY_TRACT,UM-UC-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.8,6.70,2.86,5.48,.90,-64,-94,-98","10.5,8.67,14.9,2.47,10.4,16.0,1.30,.76",8,Sigmoid,0.657978356,0.684131384,-96.07970428,2.4369
VMRCLCD_LUNG,VMRC-LCD,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-25,-13,-8.2,-16,-22,-17,-37,-48","19.8,14.0,24.8,12.1,18.4,13.5,6.29,8.65",8,Sigmoid,2.238215446,8,-47.62931442,2.2419
VMRCRCW_KIDNEY,VMRC-RCW,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.2,1.81,2.60,2.23,16.7,2.05,9.08,-24","8.60,9.32,4.87,7.18,.29,11.4,7.24,1.66",8,Sigmoid,8.028828612,8,-23.53850937,0.233
VMRCRCZ_KIDNEY,VMRC-RCZ,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.9,15.1,-18,4.73,-26,-12,-60,-64","19.8,10.3,16.6,11.8,5.88,5.14,5.76,.88",8,Sigmoid,1.407683015,1.83332324,-64.22676086,2.0667
WM115_SKIN,WM-115,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,1.55,-3.0,-1.8,-12,-17,-39,-38","2.13,.24,3.29,5.90,16.8,1.78,2.06,3.83",8,Sigmoid,0.856925011,8,-38.58332825,0.8829
WM1799_SKIN,WM1799,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-1.6,-15,-11,-34,-43,-64,-75","3.47,7.75,3.59,13.6,6.01,.79,3.96,2.10",8,Sigmoid,0.907169163,1.031485558,-75.278862,3.0344
WM2664_SKIN,WM-266-4,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-2.5,-5.1,-8.8,-90,-91,-87,-75","1.41,8.24,15.0,7.92,.34,.58,2.67,.54",8,Sigmoid,0.13162528,0.136322498,-86.84020996,3.3541
WM793_SKIN,WM-793,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-.51,-13,5.89,-25,-70,-81,-86,-93","21.0,21.7,26.8,7.15,.84,1.53,4.03,.052",8,Sigmoid,0.130086839,0.149452567,-88.75598145,3.6274
WM88_SKIN,WM-88,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-.88,.47,-1.8,-16,-40,-45,-74,-92","5.03,7.62,9.05,.63,4.77,.18,3.13,.21",8,Sigmoid,1.388610125,0.76815635,-91.94070435,2.8429
WM983B_SKIN,WM-983B,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,3.90,3.94,14.0,.39,-29,-78,-92","22.8,11.6,2.16,45.5,82.4,55.1,15.8,3.87",8,Linear,NA,0.116963974,-92.78302002,2.8592
YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-15,-3.6,1.19,-28,-21,-31,-56","2.18,4.26,9.91,5.76,1.83,2.98,2.49,1.63",8,Sigmoid,8.709628229,6.475791931,-55.07483292,1.3881
ZR751_BREAST,ZR-75-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","48.3,-28,-15,-41,-50,-79,-76,-100",".78,8.39,4.53,13.5,4.71,5.78,3.71,5.32",8,Linear,NA,0.53045908,-99.05677795,3.5125
ZR7530_BREAST,ZR-75-30,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,15.3,.17,-16,-19,-15,15.6,-5.1","9.40,19.6,4.73,6.85,7.53,9.32,8.15,1.05",8,Constant,NA,8,-5.120218754,0.02054
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-27,-16,-6.3,.86,-4.1,-3.5,1.21,-8.8","2.59,10.6,13.8,4.53,.94,.64,1.06,15.8",8,Linear,NA,8,-27.10562515,0.251
22RV1_PROSTATE,22Rv1,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,6.50,-13,-2.8,-17,6.76,3.77,-8.4","8.61,15.9,5.76,9.17,3.32,14.0,4.14,1.60",8,Constant,NA,8,-6.981329918,0.4906
42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-7.7,-42,-18,-9.7,2.77,-10,-2.3","4.94,.59,6.00,11.5,6.23,.38,16.0,10.3",8,Constant,NA,8,-9.836066246,1.3794
5637_URINARY_TRACT,5637,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,-2.3,6.86,3.48,7.11,8.97,-16,-22","6.96,16.1,4.51,3.99,16.5,12.9,1.40,18.9",8,Sigmoid,2.063686132,8,-22.13698769,0.2789
639V_URINARY_TRACT,639-V,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8",".37,-3.3,5.83,-9.3,-3.8,2.73,7.74,-2.5",".44,8.51,5.01,27.2,6.71,.072,9.87,3.09",8,Constant,NA,8,0.912672341,0.0185
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,697,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,12.7,-16,3.10,-9.0,-13,-21,-25","11.1,12.4,28.7,31.3,9.04,15.6,8.91,20.3",8,Constant,NA,8,-13.37393093,1.4433
769P_KIDNEY,769-P,LBW242,XIAP,".0025,.0080,.025,.080,.25,.80,2.53,8","-26,-26,6.51,-11,5.97,13.4,-9.0,-23",".51,2.79,20.0,4.87,5.18,5.11,.81,.088",8,Linear,NA,8,-27.96461296,0.642
